Gene.ID,WTD_N_F.FC,WTD_N_F.p,WTD_N_F.q,WTDL_N_F.FC,WTDL_N_F.p,WTDL_N_F.q,WTWL_N_F.FC,WTWL_N_F.p,WTWL_N_F.q
AT4G08090,0.258552861,0.947136459,NA,0.264936081,0.94661651,NA,4.040122528,0.316152886,0.426655182
AT4G08091,-0.819855849,0.857423777,NA,1.261922385,0.781948944,NA,3.350169401,0.476386881,0.581686777
AT4G08092,-0.310159932,0.918249971,0.947008721,1.817511105,0.55434511,0.644328787,4.036972469,0.218742828,0.318598566
AT4G08093,-1.842219356,0.145057087,0.229805238,-0.084388381,0.948804143,0.961806534,1.127025089,0.399000398,0.509563203
AT4G08094,-2.838137844,0.758318239,NA,1.075934149,0.907457432,NA,2.498973176,0.787594235,NA
AT4G08095,-1.009341509,0.773697344,0.845342201,-0.388485415,0.912341397,0.934697235,4.751969161,0.198480501,0.2945976
AT4G08096,-1.518210232,0.869029988,NA,-0.144775008,0.987476179,NA,0,1,NA
AT4G08097,-0.84204007,0.849250101,NA,0.581505265,0.896065698,NA,2.499053449,0.592350645,0.685234694
AT4G08098,0.048227229,0.995844399,NA,2.037689473,0.825749463,NA,0,1,NA
AT4G08099,-0.531164502,0.89062536,NA,1.505744576,0.705577159,NA,3.437145773,0.400890987,0.511407886
AT4G08101,-1.648966773,0.858056278,NA,2.439677839,0.791345412,NA,2.498973176,0.787594235,NA
AT4G08102,-2.252841405,0.807295734,NA,1.126324415,0.903343496,NA,5.013892496,0.586500095,NA
AT4G08103,0.425301656,0.926411705,NA,2.283662557,0.625283819,NA,3.947175433,0.405940667,0.515887902
AT4G08104,-0.661678757,0.943122342,NA,1.126324415,0.903343496,NA,0,1,NA
AT4G08105,-0.794662654,0.823037131,0.880425002,2.859568445,0.427482555,0.52770194,3.974514218,0.291852965,0.400982623
AT4G08106,0,1,NA,1.126324415,0.903343496,NA,0,1,NA
AT4G08107,0,1,NA,1.126324415,0.903343496,NA,0,1,NA
AT4G08108,-0.663025458,0.772778009,0.844594162,4.193571601,0.104236519,0.168591352,5.566760736,0.031029671,0.061442904
AT4G08109,-0.752687777,0.453934632,0.573112873,1.229458439,0.222828539,0.317188607,1.326190062,0.279882582,0.387809502
AT4G08111,-0.060241483,0.977698671,NA,-1.293759927,0.577670938,NA,2.375612543,0.322856836,0.434041517
AT4G08112,-1.46734351,0.042561987,0.081318089,0.023390924,0.976869204,0.983116866,1.289175039,0.201749371,0.2985052
AT4G08113,1.241458049,0.781494069,NA,3.374815072,0.452715322,NA,4.395000148,0.33182821,0.443346839
AT4G08114,0.153689159,0.871414073,0.914657996,0.221445029,0.824637259,0.867258659,0.08960032,0.934058125,0.960655513
AT4G08115,-2.449880053,0.004852379,0.011864145,0.674804094,0.430030296,0.530040665,-1.392449136,0.238374279,0.34098517
AT4G08100,-0.716456575,0.721155823,0.805457935,2.717448642,0.244244231,0.34134768,4.377817419,0.065331763,0.116721444
AT4G08110,-0.214085484,0.390171729,0.511333272,-0.496432907,0.034796113,0.065619282,-1.329488301,1.93E-05,6.87E-05
AT4G08120,-0.945739573,0.862840654,NA,0.66119143,0.904798124,NA,3.439979125,0.538278502,NA
AT4G08130,-0.61173813,0.946863302,NA,2.639589835,0.775050838,NA,0,1,NA
AT4G08131,-0.021454578,0.994890456,NA,4.597544498,0.189141623,0.277278138,4.968459177,0.158825215,0.245368769
AT4G08132,-0.801906099,0.876889849,NA,3.352403111,0.519029674,NA,3.918942308,0.453535886,0.561157336
AT4G08134,0.016457629,0.997080927,NA,2.079104583,0.651267865,NA,5.013107661,0.273777661,0.381135745
AT4G08135,0,1,NA,0.995126155,0.914409585,NA,0,1,NA
AT4G05355,-1.623434081,0.861041829,NA,1.126324415,0.903343496,NA,0,1,NA
AT4G08136,0.503947955,0.956431192,NA,1.677834511,0.855857161,NA,0,1,NA
AT4G08138,-0.559488228,0.562051985,0.673439767,2.153864779,0.042155742,0.077582342,4.789087814,7.15E-05,0.00023633
AT4G08140,-2.555741604,0.782483048,NA,1.126324415,0.903343496,NA,3.40103585,0.7132887,NA
AT4G08145,-0.934154711,0.803428161,NA,2.533519221,0.499941228,NA,3.045339041,0.41661912,NA
AT4G08150,0.438366962,0.019404994,0.040838028,1.069069514,7.95E-12,5.96E-11,1.637924879,1.57E-09,8.67E-09
AT4G05365,0,1,NA,0,1,NA,0.575462528,0.95052652,NA
AT4G05375,0.288711087,0.975167107,NA,0,1,NA,0,1,NA
AT4G05385,0,1,NA,1.910810979,0.836530142,NA,0,1,NA
AT4G08160,0.724014062,0.029591702,0.059294031,1.395163431,6.64E-07,2.92E-06,1.148015916,0.020496455,0.042635727
AT4G08170,-1.337291874,4.26E-10,2.74E-09,-0.841534336,1.31E-05,4.81E-05,-0.068569231,0.767645985,0.830279068
AT4G08180,-0.134825478,0.39846061,0.519841588,0.117983563,0.397552847,0.499011947,-0.944475332,3.21E-07,1.41E-06
AT4G08190,-1.893808948,0.836723547,NA,3.268484556,0.723068453,NA,2.498973176,0.787594235,NA
AT4G08200,-2.163807951,0.815367594,NA,2.154767548,0.81582743,NA,0,1,NA
AT4G08210,-0.60208026,0.310161948,0.427049062,-0.364932845,0.508035065,0.603441257,0.717718954,0.274183803,0.38158529
AT4G08220,1.394899443,2.14E-05,7.88E-05,1.275456018,2.39E-05,8.45E-05,1.700818571,9.16E-07,3.82E-06
AT4G08230,1.662361391,1.54E-07,7.48E-07,1.775733009,8.73E-12,6.52E-11,2.413592036,2.51E-15,2.11E-14
AT4G08240,0.871537224,0.000195437,0.000623117,0.56664356,0.001595809,0.004177614,1.778727176,1.79E-18,1.80E-17
AT4G08250,-2.539711535,5.97E-05,0.000205982,-1.90526481,1.58E-05,5.75E-05,-3.217368304,0.002185901,0.005637927
AT4G08260,-1.652894132,0.796798885,NA,-0.128584701,0.983923171,NA,3.440781891,0.594816166,NA
AT4G08262,0.53813688,0.827552232,0.884091106,4.473188213,0.091612116,0.151234548,4.734753917,0.078713968,0.137107089
AT4G08263,1.060408974,0.908550725,NA,1.910810979,0.836530142,NA,2.498973176,0.787594235,NA
AT4G08264,0.08496339,0.992641719,NA,1.075934149,0.907457432,NA,2.498973176,0.787594235,NA
AT4G08267,-2.738967095,0.766555729,NA,1.126324415,0.903343496,NA,0,1,NA
AT4G08270,-2.598892033,0.778866089,NA,0,1,NA,2.498973176,0.787594235,NA
AT4G08275,-3.8147404,0.6791838,NA,2.376174985,0.796676878,NA,0,1,NA
AT4G08280,2.287788437,6.35E-24,1.02E-22,1.585718256,1.76E-15,1.84E-14,3.296712005,7.51E-67,4.24E-65
AT4G08290,0.158922679,0.363699563,0.484052222,0.577248931,0.00045902,0.001333108,-0.431152457,0.045507395,0.085530397
AT4G08300,0.174492986,0.392384869,0.513697496,0.075180497,0.630081515,0.710260776,-0.886661559,0.002794227,0.007058695
AT4G08310,0.738372162,0.020571736,0.043059627,1.415186277,5.69E-07,2.52E-06,1.385362924,3.55E-06,1.38E-05
AT4G08320,-0.412841231,0.065493205,0.117576919,-0.352172321,0.096733196,0.158409379,0.013801937,0.962930578,0.981955747
AT4G05395,-2.163812429,0.815367218,NA,2.154767548,0.81582743,NA,0,1,NA
AT4G08330,0.293961464,0.097060782,0.164307383,0.080560625,0.677659509,0.750085326,0.784912651,0.00328305,0.008186053
AT4G05405,0.356077731,0.969299856,NA,0,1,NA,0,1,NA
AT4G08333,-1.849559285,0.388302656,0.509597927,2.940746207,0.191116459,0.279731409,4.004218582,0.089312898,0.15245705
AT4G08336,-2.401246621,0.795414233,NA,1.729257803,0.851469508,NA,3.493247928,0.705767219,NA
AT4G08340,-0.740799837,0.66153745,0.758795449,1.883373256,0.276511224,0.375625879,3.957377416,0.065017775,0.116261051
AT4G08345,0.321090884,0.529410642,0.644736934,3.091221085,3.31E-06,1.32E-05,3.927727205,1.98E-09,1.08E-08
AT4G08347,0.053390958,0.995376381,NA,2.080113396,0.82215116,NA,2.498973176,0.787594235,NA
AT4G08350,-0.32171548,0.020938541,0.043693073,-0.147911618,0.207134661,0.298796841,-0.211401858,0.14950577,0.233462209
AT4G08360,0.524934711,0.44316012,0.5626838,2.595520554,0.001304422,0.003483141,0,1,1
AT4G05425,-2.629255422,0.776323737,NA,-0.797186233,0.931504932,NA,0,1,NA
AT4G05435,-0.146170809,0.986021142,NA,2.690730801,0.747607821,NA,1.53722967,0.854884571,NA
AT4G08370,-3.011088231,0.744561976,NA,2.136518347,0.816878981,NA,0,1,NA
AT4G08375,-0.793719268,0.6635181,0.760069322,3.029190672,0.153893401,0.233693312,4.378746308,0.045048505,0.084836005
AT4G08380,0,1,NA,1.118358073,0.903809173,NA,3.953762094,0.668662626,NA
AT4G08390,0.156398269,0.403014755,0.524560289,0.189146972,0.130406938,0.204005889,0.713020085,1.02E-07,4.74E-07
AT4G08395,-1.864741638,0.838398626,NA,4.019658204,0.660239516,NA,4.468625981,0.625550575,NA
AT4G08400,2.541463871,1.66E-11,1.22E-10,2.881344931,8.40E-17,9.75E-16,0.717424849,7.75E-05,0.000255385
AT4G08405,-0.415274343,0.91339618,NA,1.932312854,0.623775089,NA,3.313202849,0.415204234,0.524669186
AT4G08406,0,1,NA,0,1,NA,0,1,NA
AT4G08410,2.467138329,1.28E-12,1.02E-11,2.965398517,7.33E-17,8.57E-16,0.504611736,0.005855353,0.013891062
AT4G08420,-2.369552147,0.797463741,NA,1.126324415,0.903343496,NA,2.498973176,0.787594235,NA
AT4G08430,-2.230055934,0.522009624,0.63782046,4.157157865,0.247445904,0.344653476,3.98168127,0.278353513,0.386274472
AT4G05465,-1.623437878,0.861041507,NA,0,1,NA,0,1,NA
AT4G05485,-1.623437878,0.861041507,NA,0,1,NA,0,1,NA
AT4G08450,-0.790851267,0.283356959,0.396822612,0.562972055,0.425784255,0.526155937,0.908725314,0.283259027,0.391537384
AT4G05525,0.6482505,0.850916242,NA,3.059930942,0.364300369,NA,-1.560176762,0.646292665,0.730631979
AT4G05535,-1.871722083,0.839594626,NA,0.90318763,0.921649565,NA,2.498973176,0.787594235,NA
AT4G08455,0.759217433,0.008150211,0.018844605,0.81094324,0.00295977,0.007342582,0.492998345,0.132674628,0.21145235
AT4G08460,2.052514891,2.54E-35,6.81E-34,2.025933268,2.99E-38,1.19E-36,1.758426532,1.02E-28,1.67E-27
AT4G08470,-1.521115035,2.31E-14,2.08E-13,-0.917280573,1.04E-07,5.06E-07,-0.967308308,4.82E-06,1.85E-05
AT4G05545,0,1,NA,0,1,NA,0,1,NA
AT4G08480,-1.799706187,7.77E-16,7.76E-15,-1.33712383,2.07E-13,1.82E-12,-1.828272725,2.06E-11,1.32E-10
AT4G08485,-1.623437878,0.861041507,NA,0,1,NA,2.498973176,0.787594235,NA
AT4G08490,-0.135325565,0.970263321,NA,2.0160675,0.598489472,0.683191059,4.611628973,0.223473763,0.323998018
AT4G08500,-1.516466913,7.92E-21,1.07E-19,-1.386317146,2.27E-24,4.37E-23,-1.848633292,7.89E-21,9.01E-20
AT4G08510,-1.225082609,6.99E-07,3.15E-06,-0.693772506,9.09E-05,0.000295869,-0.77438161,0.004779426,0.01155581
AT4G08520,0.226657915,0.141862132,0.225808731,0.850800341,8.09E-10,5.01E-09,1.23357899,1.16E-20,1.31E-19
AT4G08530,-1.623437878,0.861041507,NA,0,1,NA,2.498973176,0.787594235,NA
AT4G08535,-0.165955275,0.880464836,0.920781704,1.042571739,0.341607477,0.443630097,-0.048678738,0.972801345,0.988211845
AT4G05565,-2.163802423,0.815368059,NA,0,1,NA,3.441930407,0.709949435,NA
AT4G08540,-0.877970062,1.58E-06,6.78E-06,-0.654726779,3.71E-05,0.000127784,-0.201930255,0.439578248,0.548127895
AT4G08545,-2.376782066,0.090983178,0.155513451,-2.084199678,0.172428213,0.256819452,-0.068876757,0.965013208,0.983314074
AT4G08550,-1.704896588,0.278502799,NA,1.51618092,0.319173682,NA,3.01815615,0.1039963,0.172976004
AT4G08555,-0.056397142,0.87797615,0.91922567,1.656750718,1.87E-06,7.72E-06,3.513927654,4.49E-14,3.48E-13
AT4G08560,0.021940059,0.998100148,NA,1.701405559,0.853845481,NA,0,1,NA
AT4G08570,-1.24242378,0.423054372,NA,4.208924657,0.013958821,0.029424928,2.929495812,0.080558073,0.139802713
AT4G08580,0.508288894,0.140123018,0.223435811,0.823482106,0.014365263,0.030164148,0.502692479,0.22191597,0.322279676
AT4G08590,-0.35081851,0.373913788,0.494553304,-0.860014015,0.021064823,0.04233837,-0.276590713,0.504963057,0.60807764
AT4G08593,-0.594810082,0.948630133,NA,1.910810979,0.836530142,NA,2.498973176,0.787594235,NA
AT4G08596,-2.010367607,0.781131671,NA,-1.144908397,0.875816773,NA,3.491915075,0.634205814,0.720414648
AT4G08598,0.398535755,0.933044952,NA,1.318601939,0.782625814,NA,3.349843094,0.491361879,NA
AT4G08599,0,1,NA,-0.797186233,0.931504932,NA,0,1,NA
AT4G08600,-1.481906833,0.720694892,0.805222668,0.652973786,0.8758043,0.907288946,4.294469516,0.314221485,0.424631972
AT4G08602,-3.036240844,0.742484184,NA,1.126324415,0.903343496,NA,3.981946373,0.666417741,NA
AT4G08610,-0.512831845,0.886497636,NA,3.243359202,0.385233303,NA,3.399904033,0.376196938,0.487754631
AT4G08620,-0.528205303,0.400980733,0.52247999,2.578837956,0.001387107,0.003682123,-0.651350872,0.155949201,0.241617624
AT4G08630,-0.655467589,0.823940624,0.881121315,4.303764879,0.167850106,0.251358873,5.015237282,0.110272665,0.181609256
AT4G08640,-0.152659559,0.986803676,NA,-0.797186233,0.931504932,NA,0.575462528,0.95052652,NA
AT4G08645,1.331037714,0.885604261,NA,0.825242959,0.928748069,NA,4.078951459,0.658715157,NA
AT4G08650,-0.931524556,0.636480576,0.738296366,2.71657362,0.232482254,0.328195369,5.729845365,0.010798187,0.02415303
AT4G08652,0,1,NA,-0.797186233,0.931504932,NA,2.498973176,0.787594235,NA
AT4G08655,-0.661682554,0.943122016,NA,-0.797186233,0.931504932,NA,3.493247928,0.705767219,NA
AT4G08657,1.306467579,0.887712537,NA,0,1,NA,0,1,NA
AT4G08660,0.063054557,0.987264043,NA,2.317295331,0.563860992,NA,4.007656603,0.328132257,0.439752759
AT4G08670,-1.602815084,0.861971342,NA,0,1,NA,0,1,NA
AT4G08680,-1.795272016,0.53644804,0.650931776,3.224328938,0.296730532,0.396802201,5.257499051,0.089757118,0.153091841
AT4G08685,-0.257082074,0.071172354,0.126154149,0.083662005,0.475483738,0.573433962,0.294900118,0.078072619,0.136107589
AT4G08690,1.639281274,4.55E-12,3.48E-11,1.364397266,9.72E-14,8.76E-13,1.727207997,1.73E-15,1.47E-14
AT4G08691,-1.637136709,0.859599298,NA,0,1,NA,4.009606673,0.664217617,NA
AT4G08692,-2.163802423,0.815368059,NA,1.126324415,0.903343496,NA,4.442459584,0.630190998,NA
AT4G08695,0.105055087,0.990947858,NA,0.164569091,0.985843383,NA,0,1,NA
AT4G08700,-0.271832946,0.270177149,0.381825108,0.063151024,0.799996426,0.847869508,-0.1244433,0.669132566,0.749962799
AT4G08710,-0.967914397,0.775978523,0.846952988,3.414560646,0.338714531,0.440887556,5.203207583,0.146352276,0.229307064
AT4G08720,-1.09873931,0.682513977,0.774957612,2.659206192,0.339269766,0.441409358,5.442597789,0.061177074,0.110337724
AT4G08730,-1.202057105,0.896788032,NA,0,1,NA,3.40103585,0.7132887,NA
AT4G08740,-1.623434081,0.861041829,NA,0.738180719,0.936154721,NA,2.498973176,0.787594235,NA
AT4G08750,-0.180468116,0.938745721,0.960772105,2.979360618,0.237902837,0.334356894,4.602498925,0.075027097,0.131469778
AT4G08760,0.345476092,0.912281724,0.942783431,4.28378634,0.192502666,0.281490157,3.924067923,0.24546759,0.348910479
AT4G08765,-0.490123729,0.911933259,0.942500646,5.195803099,0.252514049,0.350116136,3.947327915,0.391424131,0.502500249
AT4G08770,-0.936492972,0.030455096,0.060811218,-0.323767953,0.381329063,0.483486073,-0.444516599,0.189436621,0.283659996
AT4G08780,0.609359603,0.635800047,0.737846731,-1.770956689,0.221722143,0.315856124,-2.625552147,0.050895901,0.094228833
AT4G08790,-0.427579679,0.253329389,0.362468513,-0.798939506,0.024592999,0.048531779,0.666654684,0.052299944,0.096387182
AT4G08800,0.415074913,0.96399009,NA,3.596024719,0.696479802,NA,3.40103585,0.7132887,NA
AT4G08810,0.440252342,0.025888634,0.052729671,0.447383477,0.005538516,0.012849793,-1.203697085,2.58E-09,1.40E-08
AT4G08820,-1.027792824,0.906595795,NA,2.606873969,0.767769698,NA,0,1,1
AT4G08830,-1.441417566,0.549118458,0.661700218,2.725665483,0.299297408,0.399350322,4.730717445,0.08108197,0.140534588
AT4G08840,0.408876595,0.946056158,NA,2.057999704,0.736913126,NA,4.774409841,0.4350175,0.543672611
AT4G05605,0,1,NA,0,1,NA,2.498973176,0.787594235,NA
AT4G08850,-0.301659948,0.024934942,0.051034785,0.007608856,0.944520152,0.958586609,-0.733029678,4.93E-10,2.85E-09
AT4G08860,-0.140246038,0.968338333,NA,1.766179603,0.618797028,NA,1.604700723,0.652518951,NA
AT4G08870,0.920410946,9.28E-05,0.000309755,0.121695259,0.482043379,0.580024761,1.016607301,1.04E-10,6.35E-10
AT4G05615,-1.623434081,0.861041829,NA,1.126324415,0.903343496,NA,0,1,NA
AT4G08871,1.00929704,0.913219861,NA,2.037689473,0.825749463,NA,3.388815578,0.714287658,NA
AT4G08872,-2.019800576,0.827012814,NA,2.037689535,0.825749457,NA,2.498973176,0.787594235,NA
AT4G08869,-1.545790095,0.866449462,NA,1.126324415,0.903343496,NA,2.498973176,0.787594235,NA
AT4G05625,0.288711087,0.975167107,NA,2.080113594,0.822151144,NA,0,1,NA
AT4G08867,-0.458723462,0.956592729,NA,3.387169044,0.686562041,NA,3.401006961,0.686678477,NA
AT4G08873,-1.657405114,0.858156003,NA,1.126324415,0.903343496,NA,2.498973176,0.787594235,NA
AT4G05645,1.011069313,0.912786275,NA,3.059508179,0.740213478,NA,3.346442782,0.717755366,NA
AT4G08868,-0.594370802,0.292480993,0.40693078,-0.075585658,0.898929053,0.924787777,1.156339127,0.068546443,0.121737421
AT4G05650,-2.163802423,0.815368059,NA,2.581337117,0.779921054,NA,1.537217852,0.868360962,NA
AT4G08874,-3.036240844,0.742484184,NA,2.080113397,0.82215116,NA,0,1,NA
AT4G08875,-2.40123936,0.795414842,NA,1.126324415,0.903343496,NA,0,1,NA
AT4G08876,0.643594297,0.94448482,NA,1.126324415,0.903343496,NA,0,1,NA
AT4G08878,0.643594297,0.94448482,NA,1.126324415,0.903343496,NA,3.388815578,0.714287658,NA
AT4G08880,-0.153746847,0.902707929,0.936385235,1.834703986,0.159338682,0.240555271,6.186415166,0.00024238,0.000739314
AT4G08890,-1.906669198,0.413518093,0.534805127,2.28153105,0.340688663,0.442769069,5.230907364,0.043447231,0.082231394
AT4G08895,0.591176294,0.94899979,NA,-1.827478758,0.842991161,NA,3.441930407,0.709949435,NA
AT4G05655,-1.463141118,0.8739403,NA,0.164569091,0.985843383,NA,0,1,NA
AT4G05660,-1.580511019,0.863880848,NA,1.126324415,0.903343496,NA,2.384687458,0.796732647,NA
AT4G08900,0.347821713,0.144392874,0.228968959,0.608744776,0.006148983,0.014119765,-0.076774334,0.767258394,0.829982243
AT4G08910,1.504257541,0.21431449,0.316459339,1.323555593,0.17052791,0.254532145,2.230234513,0.017006016,0.036172152
AT4G05665,0.643594297,0.94448482,NA,0,1,NA,2.498973176,0.787594235,NA
AT4G05670,-0.879399293,0.923808859,NA,0,1,NA,0,1,NA
AT4G05675,-1.623437878,0.861041507,NA,0,1,NA,0,1,NA
AT4G08920,-1.211024414,5.71E-31,1.27E-29,-1.129316899,4.43E-35,1.50E-33,-1.69131157,1.69E-43,4.84E-42
AT4G08930,-0.574497802,0.000698386,0.002016857,-0.19333452,0.16270242,0.24480793,-0.715936353,0.000112124,0.000360299
AT4G08940,0.561984937,0.185247236,0.281457366,0.311544726,0.454349107,0.553446878,0.799448463,0.10829207,0.178828941
AT4G05680,0.288711087,0.975167107,NA,0.164569091,0.985843383,NA,0,1,NA
AT4G08945,-0.458178895,0.960505708,NA,2.691013127,0.770758806,NA,2.498973176,0.787594235,NA
AT4G08950,0.187128216,0.061180584,0.111053472,-0.584705057,1.40E-07,6.66E-07,-0.957903268,2.91E-08,1.42E-07
AT4G08953,-1.637136709,0.859599298,NA,0.164569091,0.985843383,NA,0,1,NA
AT4G08956,-3.830914236,0.677891047,NA,1.118358073,0.903809173,NA,0,1,NA
AT4G08960,0.552058185,0.052507218,0.097401276,-0.438673315,0.058674132,0.103331423,-0.408667585,0.156319955,0.242110233
AT4G08970,-1.414820375,0.557128087,0.669079597,1.702303322,0.509081868,0.604380504,4.003993545,0.140886848,0.222197855
AT4G08980,-0.540851043,3.97E-07,1.83E-06,-0.201414987,0.033449082,0.063431137,0.212415982,0.106774437,0.176713546
AT4G08990,-2.039376462,0.051428513,0.095766978,3.529577297,0.010987441,0.023745456,1.792132906,0.128056246,0.205448611
AT4G08991,-0.037019523,0.96277737,0.97661773,1.420036342,0.131919709,0.205962918,3.13923804,0.004799184,0.011599504
AT4G08995,-1.379514196,0.778278314,NA,0.541898697,0.910453394,NA,3.439143359,0.489928278,NA
AT4G09000,0.508468953,4.38E-09,2.54E-08,0.224228477,0.005632072,0.01304354,0.655978991,1.65E-14,1.32E-13
AT4G05685,-2.86226291,0.426612974,NA,0.825753241,0.815493703,NA,0.646507003,0.858551899,NA
AT4G09010,1.299142109,1.10E-18,1.30E-17,-0.146438452,0.187834011,0.275672503,0.847764699,4.95E-15,4.09E-14
AT4G05690,-2.401221622,0.795416329,NA,0,1,NA,0,1,NA
AT4G09012,-0.76936327,0.230362742,0.335825685,0.43952201,0.391927955,0.493717793,1.064619193,0.081682906,0.14140688
AT4G09020,-1.509825864,1.46E-11,1.07E-10,-0.921356875,7.76E-09,4.31E-08,-0.428644912,0.01531666,0.033027223
AT4G09030,1.002168542,7.96E-05,0.00026888,0.986441669,2.13E-05,7.60E-05,-0.516561597,0.088482022,0.151254609
AT4G09035,-1.486139046,0.709998382,NA,0.164574698,0.968964282,NA,5.199810474,0.204614744,0.301804279
AT4G09040,0.848748955,2.53E-07,1.20E-06,0.571323923,1.67E-06,6.94E-06,1.219922627,1.00E-20,1.14E-19
AT4G09060,0.051917056,0.938378477,0.960628077,1.477882177,0.006580495,0.015012387,1.198540736,0.022535753,0.046372844
AT4G05695,-0.661682554,0.943122016,NA,0,1,NA,0,1,NA
AT4G09070,-0.435324222,0.962471943,NA,3.080781799,0.738462,NA,1.537217852,0.868360962,NA
AT4G09080,0.65083828,0.543241121,0.656679707,1.488644703,0.237705167,0.33414588,1.539252618,0.046712632,0.087490774
AT4G09100,0.746891389,0.641117047,0.742381565,2.832391454,0.054469094,0.096832235,0.215466094,0.876857741,0.914765129
AT4G09110,0.34756495,0.768918051,0.841434172,1.105494627,0.290527475,0.390276043,0.575486325,0.752233501,0.817619265
AT4G09120,-1.348504093,0.883587429,NA,2.975004432,0.747184047,NA,0,1,NA
AT4G09130,-0.543026878,0.544781324,0.658078057,2.202228654,0.040461332,0.074904671,0.235503727,0.857679388,0.90118249
AT4G09140,-1.203738602,2.40E-06,1.01E-05,-0.600279618,0.002134492,0.005446034,0.36954839,0.122347275,0.197963389
AT4G09143,1.142907971,0.849839157,NA,3.447428289,0.570457544,NA,1.53725483,0.802860954,0.85822234
AT4G09146,-1.7723903,0.467218294,0.585819324,3.140502953,0.239600505,0.335997165,4.010138721,0.144845726,0.227385639
AT4G09150,-0.568862863,1.73E-05,6.47E-05,-0.394387119,0.000263266,0.000794819,-0.642584736,4.07E-05,0.000139123
AT4G09153,0,1,NA,0.485247776,0.958115965,NA,0,1,NA
AT4G09160,0.772715177,0.000175702,0.000564193,0.864472097,0.000616466,0.001748898,0.026017898,0.901178783,0.934010034
