Gene.ID,WTD_SM_P.FC,WTD_SM_P.p,WTD_SM_P.q,WTDL_SM_P.FC,WTDL_SM_P.p,WTDL_SM_P.q,WTWL_SM_P.FC,WTWL_SM_P.p,WTWL_SM_P.q
AT2G45120,0.390405151,0.751892591,0.945872378,0.630385786,0.49944955,0.72703767,-0.49328022,0.580796619,0.764079259
AT2G45130,2.202645096,0.184921125,0.414437228,0.071906234,0.966259051,1,0.562897598,0.680328408,NA
AT2G45135,0,1,1,2.211867231,0.464134115,0.695139154,0.927833785,0.730878151,NA
AT2G45140,-0.375399146,0.212980695,0.452638165,0.030220047,0.880742548,0.997607263,-0.665938099,0.002270196,0.010734195
AT2G45150,-1.122355595,0.345956216,0.610429046,-0.135041602,0.794817091,0.949236114,0.414347218,0.248549593,0.438699929
AT2G45160,0.907687515,0.006309401,0.038602849,1.016407648,1.33E-05,0.0001482,0.212145943,0.311264057,0.50997346
AT2G45170,0.089522302,0.695547266,0.910345919,-0.156798845,0.401140881,0.637467824,0.058239611,0.759281495,0.89359311
AT2G45180,-1.160220724,4.58E-11,1.52E-09,-0.956188086,3.56E-11,1.09E-09,-0.217472647,0.112797162,0.251706471
AT2G45190,-1.978610043,0.053332292,0.185067551,-0.386299524,0.216158974,0.427481608,0.318154515,0.209008297,0.390314003
AT2G45200,-0.550859984,0.260088745,0.513247677,0.356241477,0.207059586,0.416077734,1.083938584,1.59E-08,2.43E-07
AT2G45210,1.476853821,7.62E-05,0.000906126,2.275344587,1.70E-14,8.28E-13,2.040625631,2.38E-08,3.53E-07
AT2G45220,-2.461918357,0.016524635,0.08136633,-0.242627776,0.456562199,0.688285958,-0.890192293,0.012542623,0.044951304
AT2G45230,0,1,1,0,1,1,0,1,NA
AT2G45240,-1.028572799,0.046059189,0.167558905,-0.329736058,0.184949896,0.38876861,-0.418800024,0.037401516,0.108176332
AT2G45245,0.72755695,0.139186104,0.346329828,0.085573692,0.837669042,0.972750368,0.396230199,0.276952321,0.470915378
AT2G45243,0,1,NA,0,1,NA,0,1,NA
AT2G45250,1.542033237,4.30E-05,0.000541965,0.913865668,0.00042903,0.003152771,1.690253245,2.34E-17,1.14E-15
AT2G45260,-0.23445434,0.437060632,0.69995149,-0.434680275,0.041751026,0.131189984,0.156662452,0.377147956,0.580955309
AT2G45270,-0.467041051,0.474244515,0.734001481,-0.11512861,0.691002385,0.877017386,-1.126614822,8.82E-05,0.000625511
AT2G45280,1.123939152,0.186388202,0.416781914,1.245909075,0.011545454,0.048184482,1.726527272,2.33E-06,2.37E-05
AT2G45290,-0.603593433,0.040360363,0.153472344,-0.497185998,0.026498797,0.092609767,-0.651501738,0.000676328,0.003747196
AT2G45300,-0.462026444,0.075384968,0.233797458,-0.548391486,0.000334982,0.002540196,-0.428439027,0.001787134,0.00873253
AT2G45310,-3.804353338,0.001368609,0.011248843,0.03698037,0.908297546,1,0.037986829,0.92777894,1
AT2G45315,1.808207697,0.003160361,0.022557016,2.706934241,7.89E-09,1.71E-07,2.119720077,1.24E-06,1.33E-05
AT2G45320,1.246278787,0.065173988,0.212248101,0.360153026,0.55066939,0.771304566,-0.247222513,0.780192824,0.909610284
AT2G45330,0.570774871,0.122758268,0.320182207,-0.390957381,0.220574413,0.433558835,-0.539490118,0.083097219,0.199604997
AT2G45340,0.03491974,0.937824617,1,0.069955679,0.76647934,0.928153683,0.640002989,0.00676827,0.026924218
AT2G45350,0.865084039,0.411514673,0.675673534,0.575218715,0.35321777,0.588875502,0.328932285,0.567332814,0.753471054
AT2G45360,-0.384247489,0.748900919,0.944142015,0.243707378,0.686020753,0.873511363,0.039963596,0.970758183,1
AT2G09605,0,1,NA,0,1,NA,0,1,NA
AT2G45380,2.345323591,5.01E-26,5.28E-24,1.908330015,3.09E-18,2.27E-16,2.419619462,7.45E-31,1.32E-28
AT2G09610,3.849171802,0.489521452,NA,0,1,NA,1.322237576,0.812617301,NA
AT2G45390,0,1,NA,0,1,NA,0,1,NA
AT2G45400,-0.862302648,0.022104324,0.100681996,-0.250450003,0.250682951,0.470913812,-0.337539685,0.101298169,0.232418473
AT2G09615,0,1,NA,0,1,NA,0,1,NA
AT2G45403,0,1,NA,0,1,NA,0,1,NA
AT2G45405,0,1,NA,0,1,NA,0,1,NA
AT2G45406,4.089126162,0.658837913,NA,0,1,NA,0,1,NA
AT2G45410,4.846325582,0.222826597,NA,0,1,NA,2.177411022,0.583893312,NA
AT2G45420,1.351243696,0.239350193,0.487878792,-1.071464158,0.427039586,0.660930204,0.310311091,0.795280445,0.920293061
AT2G09620,0,1,NA,0,1,NA,0,1,NA
AT2G09625,0,1,NA,0,1,NA,0,1,NA
AT2G09630,0,1,NA,0,1,NA,2.177334571,0.814397116,NA
AT2G09635,0,1,NA,0,1,NA,0,1,NA
AT2G45430,0.815152834,0.00111274,0.009385278,0.585826889,0.008980677,0.039682904,0.291002107,0.216590837,0.400314672
AT2G45440,-0.030114678,0.934396083,1,-0.012767796,0.940378948,1,-0.393425329,0.003989745,0.0172665
AT2G45450,-0.146247672,0.841625884,1,-0.179186786,0.792840817,0.94773076,1.24413468,9.58E-05,0.000671697
AT2G45460,-0.862404036,0.305504994,0.566259066,-0.829071792,0.120238293,0.287837192,-0.199789675,0.596992116,0.776586921
AT2G45470,-0.945278187,1.31E-05,0.000186883,-0.374286184,0.030163941,0.102117975,-0.302940525,0.088262154,0.209154223
AT2G45480,2.284120225,8.13E-05,0.000957728,1.110961006,0.033426104,0.11094956,-0.070267158,0.911250842,0.989681159
AT2G45490,1.763501042,0.019836044,0.092910809,-0.277965123,0.718105053,0.896199479,-0.456263823,0.46932128,0.668297772
AT2G45500,-0.773980256,0.287442636,0.544981999,-0.025999795,0.946169369,1,-0.114754548,0.751719133,0.887988682
AT2G45510,-0.288728231,0.409071189,0.673108277,0.324057552,0.173624629,0.372078096,0.574992447,0.077794702,0.190261972
AT2G45520,-0.446719489,0.388628305,0.653638973,-0.654875138,0.068142158,0.189132779,-0.285780106,0.261903269,0.453294139
AT2G45530,1.358629968,0.00176567,0.013950565,1.206142498,0.000428121,0.003147928,1.809796219,1.05E-07,1.38E-06
AT2G09640,0.5683383,0.149176777,0.362265166,0.772063521,0.007320164,0.033580596,-0.025577343,0.933968546,1
AT2G45540,-0.992630805,6.65E-11,2.17E-09,-0.559601807,3.48E-06,4.51E-05,-1.215412701,1.02E-21,8.16E-20
AT2G09645,0,1,NA,0,1,NA,0,1,NA
AT2G09650,0,1,NA,0,1,NA,0,1,NA
AT2G45550,4.846296143,0.359335609,NA,0,1,NA,4.100964298,0.437950219,NA
AT2G45560,0.741491139,0.112585641,0.301200948,0.578341432,0.002285899,0.012931526,0.614941021,0.001541546,0.007689465
AT2G45570,0.578763708,0.635442235,0.86877782,-0.598119838,0.62873122,0.830974195,2.177425204,0.191471949,0.368617093
AT2G45580,0,1,NA,0,1,NA,0,1,NA
AT2G45590,0.257044821,0.427618129,0.691414243,-0.17049893,0.516413926,0.742705885,0.162307354,0.518726449,0.710560657
AT2G45600,-0.684866266,0.363334277,0.627554473,0.093965985,0.852610189,0.981497202,-0.307066376,0.611507516,0.787801006
AT2G45610,4.846280963,0.407395349,NA,0,1,NA,0,1,NA
AT2G45620,1.527752562,1.43E-29,1.88E-27,0.510351076,0.00047106,0.003407946,-0.442773509,0.015285338,0.052774617
AT2G45630,-0.257827874,0.692542551,0.908579762,0.156581205,0.676477179,0.867235474,-0.43086049,0.305056472,0.503077392
AT2G45640,-0.624197741,0.210017378,0.449152215,-0.111996183,0.689171202,0.875575537,0.256957671,0.214033072,0.396693906
AT2G45650,4.8462968,0.356994841,NA,2.211846712,0.674198822,NA,1.341861953,0.797611156,NA
AT2G45660,0.896995598,0.176036459,0.401697261,0.987256644,0.006439815,0.030311168,0.55005708,0.148011027,0.306633738
AT2G09655,0,1,NA,0,1,NA,0,1,NA
AT2G45670,1.445984693,1.18E-20,9.06E-19,0.460083509,0.002276861,0.012894878,0.797880231,4.22E-07,4.97E-06
AT2G45680,0.266550237,0.590011731,0.833913604,-0.238657172,0.540008939,0.762515929,-0.406765225,0.308616669,0.506860376
AT2G45685,3.947416992,0.020101174,0.093790782,0,1,1,2.1774247,0.226544566,0.411940621
AT2G45690,-0.903805022,0.386652218,0.651274757,0.684624455,0.095685707,0.242545647,0.863714858,0.020500356,0.066776572
AT2G45695,-2.059142054,0.083987526,0.25099232,1.149481226,0.01020261,0.043791777,0.042379374,0.928007696,1
AT2G45700,-0.854903218,0.057593868,0.195095306,0.18568218,0.382899881,0.620497324,-0.527489516,0.02533855,0.078914716
AT2G45710,-0.115045921,0.815934257,0.986612497,-0.414016332,0.225838122,0.440331899,-0.169419328,0.48604794,0.683276675
AT2G45720,-0.329270115,0.388393178,0.653411581,-0.059170173,0.793966472,0.948624995,-0.255694152,0.362014322,0.565100607
AT2G09660,3.848229387,0.677490418,NA,0,1,NA,0,1,NA
AT2G45730,0.099035598,0.789960488,0.97050662,-0.453426889,0.100510512,0.251086901,0.024795203,0.903078806,0.985275925
AT2G45740,0.336928863,0.335417244,0.59886817,-0.544983121,0.005653364,0.02720938,0.145415237,0.276122111,0.469863655
AT2G45750,0.136535508,0.736766076,0.937017294,-1.3845967,0.003082807,0.016533741,-1.080618953,0.008878036,0.033781362
AT2G45760,1.931457794,0.224582722,0.468117452,1.271587652,0.482169425,0.710311695,2.177424245,0.25501234,NA
AT2G45770,0.836374246,0.011270062,0.061119138,-1.135186257,1.33E-05,0.000148828,-1.305788455,2.75E-11,6.25E-10
AT2G45780,3.923165607,0.042709432,0.159042073,2.211872774,0.275677827,NA,2.522319554,0.152379743,NA
AT2G45790,-0.809397201,0.009401991,0.053033973,-0.5203656,0.011285818,0.047304668,-0.380425509,0.008497816,0.032588532
AT2G45800,0,1,1,2.211873595,0.228578866,0.444087985,0.7162077,0.594156959,0.774850743
AT2G09665,3.918441641,0.045772109,0.166880901,3.173667324,0.122390694,NA,2.177423634,0.289197319,NA
AT2G45810,-0.365388939,0.138080109,0.34469942,0.293135132,0.015960759,0.061980494,-0.127784189,0.304597954,0.502389101
AT2G45820,-0.885820864,3.22E-06,5.19E-05,-0.54393231,6.97E-06,8.40E-05,-0.062591929,0.622523471,0.796783492
AT2G45830,0.786751655,0.110564855,0.297851136,1.194802166,8.32E-05,0.000751381,1.238851967,0.000346165,0.002081851
AT2G45840,4.846294806,0.364030034,0.628055034,0,1,NA,0,1,NA
AT2G45850,0.259513709,0.615926943,0.853285894,-0.138783486,0.489306029,0.716933807,0.203124691,0.329070714,0.530081375
AT2G45860,-2.215650776,0.062277915,0.205773693,-1.644260135,0.007408881,0.033888638,-0.503410933,0.118994029,0.26199073
AT2G45870,1.239372758,0.245575407,0.496121464,0.998197331,0.379906989,0.617873133,0.42710809,0.59746318,0.77688031
AT2G45880,0.709172236,0.042307672,0.158118567,0.034190902,0.892709736,1,0.060800167,0.801631216,0.924719304
AT2G45890,-0.365805338,0.723708575,0.927914265,-0.582783059,0.392584771,0.630071545,-0.04565238,0.909341315,0.988786109
AT2G45900,-0.871808844,0.465683444,0.726231458,-0.679197416,0.279357596,0.504972532,-0.17978599,0.606495953,0.783991301
AT2G45910,-0.121798909,0.685945503,0.903544649,-0.095594456,0.662002628,0.855863906,0.135573439,0.455917106,0.655226693
AT2G45920,0.982379295,0.036258447,0.142964474,1.323343125,2.89E-05,0.000296612,1.043921642,0.008205566,0.031671719
AT2G45930,2.203931878,0.191726728,0.424389231,0.299066618,0.864109542,NA,1.305239134,0.491279203,NA
AT2G45940,4.083524199,0.35995675,0.624563814,0,1,NA,0,1,NA
AT2G45950,-0.172117014,0.774008395,0.960169429,0.716748294,0.00835598,0.037394829,0.839044487,0.000499215,0.002876877
AT2G45960,-1.249911468,1.05E-23,9.86E-22,-0.817236563,3.17E-12,1.11E-10,-0.546924072,1.14E-05,9.97E-05
AT2G45970,-0.001659977,0.995639891,1,0.291406847,0.055607512,0.162922637,0.525474298,0.005880134,0.023933195
AT2G45980,1.334957079,9.59E-12,3.39E-10,0.510805802,0.004460955,0.022400259,0.93909416,4.95E-09,8.09E-08
AT2G45990,0.224577943,0.546113071,0.797974417,-0.255412928,0.229163453,0.444784386,0.22960729,0.148309549,0.307069809
AT2G09675,3.538028263,0.701874925,NA,2.211782188,0.811515503,NA,0,1,NA
AT2G46000,-0.895892764,0.224956798,0.468505211,1.306329627,0.000247131,0.001943035,1.166602218,0.000106422,0.000737166
AT2G46020,-0.772299885,1.55E-05,0.000217232,-0.408284779,0.002551561,0.014139105,-0.787364442,7.26E-09,1.16E-07
AT2G46030,-0.16407033,0.712360565,0.921316907,0.117402849,0.63673961,0.836293406,0.608089169,0.002938379,0.013278992
AT2G46040,-1.236357644,0.228033841,0.472732926,-0.245359245,0.576930302,0.794959591,0.13339447,0.707967578,0.858740405
AT2G46050,1.596701651,0.31234742,0.574639301,1.333163596,0.465594922,0.696112628,-1.545775376,0.322355122,NA
AT2G46060,0.001102362,0.997836883,1,-0.174561437,0.561881072,0.781579113,-0.046079552,0.890769737,0.97664682
AT2G46070,-1.315027765,0.269861502,0.524939032,-0.173869909,0.780252784,0.937899144,-0.618540427,0.196825324,0.375430351
AT2G46080,-0.04635603,0.90207945,1,-0.338918779,0.222328588,0.435647127,-0.580062723,0.059190801,0.155071006
AT2G46090,-0.567706036,0.498960648,0.756319,0.0723238,0.822681689,0.964372663,0.292412235,0.16966357,0.337131787
AT2G46100,-2.370712081,0.045024392,0.16492892,0.234746031,0.423981634,0.658196391,0.004534384,0.983019845,1
AT2G46110,-0.382878536,0.749449854,0.944526448,0.022151098,0.977261752,1,-2.217314997,0.009730403,0.036518176
AT2G46120,2.584728223,0.029644352,0.124154297,0.77196703,0.614176499,0.821500593,-1.781694359,0.120787955,0.264937074
AT2G46130,4.846333121,0.173743189,NA,0,1,NA,1.317536538,0.707989863,NA
AT2G46140,-0.891390715,0.172667844,0.397402096,-2.89643475,0.004266824,0.021531561,-1.752559425,1.27E-05,0.000109654
AT2G46150,-1.029777787,0.394102332,0.658909433,0.099193378,0.901246645,1,0.017721696,0.98040079,1
AT2G46160,-0.209588545,0.862875027,1,2.219170346,4.19E-05,0.000414171,1.639917093,0.003257146,0.014510068
AT2G46170,-0.878192865,0.074181773,0.231705382,-0.559267083,0.040739434,0.128669395,-0.179502528,0.441381451,0.642844677
AT2G46180,-0.140562386,0.781362921,0.965446666,0.078294558,0.802232406,0.954246697,-0.873834579,0.012375606,0.04450297
AT2G46190,0,1,NA,0,1,NA,0,1,NA
AT2G09680,3.942647021,0.014099882,0.072049678,3.17366935,0.06436307,0.180996885,0.283283167,0.844171446,0.950775819
AT2G46192,0.476699269,0.37158094,0.636117947,2.047527929,1.18E-05,0.00013367,2.071230976,1.05E-06,1.14E-05
AT2G09685,0.78177104,0.52921648,0.782067966,1.559862263,0.069051593,0.190774147,1.221638376,0.144278584,0.301145302
AT2G09690,0.41844629,0.547837624,0.799581558,1.897865126,0.00219256,0.012487627,3.126873831,3.85E-12,9.97E-11
AT2G09695,0.457375201,0.432517206,0.696219901,2.178274221,1.05E-06,1.54E-05,1.675087671,5.25E-05,0.000393303
AT2G09700,2.019946356,0.064348978,0.210381343,2.567802765,0.001644661,0.009822347,0.620474219,0.29129795,0.487132529
AT2G09705,1.067058517,0.230395318,0.475902318,3.740000194,3.59E-06,4.65E-05,1.382146484,0.030612559,0.092279857
AT2G46200,0.86263512,0.122148697,0.318920314,0.935055236,0.029976987,0.10159428,0.738917626,0.030960928,0.093043211
AT2G46210,2.254436202,0.011543406,0.062225011,2.555663182,0.007363,0.033730011,0.641836397,0.380410843,0.584218602
AT2G46220,-0.194707194,0.486316881,0.744540451,0.669884652,0.000325481,0.002477094,1.135026499,1.78E-15,7.19E-14
AT2G46225,-0.768556614,0.13661847,0.342693314,0.299817176,0.190016434,0.395070901,0.341743579,0.08304426,0.199518833
AT2G09710,4.846155423,0.601318084,NA,0,1,NA,0,1,NA
AT2G46230,-0.66032891,0.177658213,0.4038667,-0.555107325,0.055008377,0.161486544,-0.07981062,0.677483296,0.836262556
AT2G46240,0.648593669,0.204197524,0.44107523,0.240686804,0.465498156,0.696086848,-0.442232821,0.303455308,0.501079885
AT2G46250,1.246187089,0.040657376,0.154236133,0.555368674,0.14375648,0.326808906,0.412028636,0.196360306,0.374942615
AT2G46260,1.44818396,2.26E-22,1.97E-20,0.422999988,0.012592277,0.051663201,0.818273749,7.94E-08,1.07E-06
AT2G46270,-0.174443059,0.498650158,0.756141683,0.109896014,0.585458083,0.802845649,0.018553047,0.94804241,1
AT2G46280,1.007120545,9.95E-10,2.80E-08,0.641229178,2.41E-06,3.25E-05,0.421600339,0.000150423,0.001001329
AT2G46290,-1.689500198,0.153547253,0.369057255,-0.022099487,0.969485201,1,-0.06667042,0.839517961,0.948848509
AT2G46300,0.407190639,0.793994078,0.973227877,0.998806632,0.548481138,0.769566022,-0.318527079,0.845864905,0.951159776
AT2G46308,4.846155423,0.601318084,NA,0,1,NA,0,1,NA
AT2G46310,0.301751722,0.565447391,0.813121438,0.541907904,0.097729376,0.246485854,0.548450781,0.173564361,0.342430593
AT2G09715,0,1,NA,0,1,NA,0,1,NA
AT2G46320,0.229328918,0.756519978,0.948603605,1.322103827,3.44E-06,4.47E-05,0.511110149,0.103494667,0.236480375
AT2G46330,1.042786676,3.69E-05,0.000474401,1.038418051,1.12E-06,1.64E-05,1.298248852,1.05E-10,2.22E-09
AT2G46340,0.160934499,0.584329703,0.828422677,0.034234828,0.758367403,0.922811618,-0.305493123,0.011840594,0.042932811
AT2G46360,0,1,NA,0,1,NA,4.100845219,0.658382378,NA
AT2G46370,-0.655987202,0.00834709,0.048243871,-0.352419265,0.02069583,0.07598727,-0.405405684,0.010345801,0.038338661
AT2G46375,0,1,NA,1.291810056,0.889006339,NA,0,1,NA
AT2G46380,-1.961201104,0.100192938,0.280241926,0.525361486,0.231037148,0.447249427,0.461280066,0.237545845,0.42521078
AT2G46390,-0.152045863,0.638039913,0.870149102,0.418821804,0.056959182,0.165707213,0.520643796,0.00183255,0.008922308
AT2G46400,-1.366870417,0.252164415,0.504008371,0.691755351,0.195545332,0.402055376,1.801561104,0.036324542,0.10558766
AT2G46410,0.497954628,0.632680773,0.866686435,-0.295229124,0.6401018,0.839046959,-1.431990142,0.17328543,0.342129081
AT2G46420,1.203614605,0.004154846,0.02788706,1.197866572,2.43E-11,7.59E-10,1.096910272,1.03E-09,1.87E-08
AT2G46430,0.836782769,0.254632066,0.507088149,0.721650212,0.06864596,0.190051569,0.424076814,0.278105965,0.472186451
AT2G46440,3.421744041,9.10E-06,0.000134276,0.43375064,0.431438292,0.665138435,1.344753657,0.000699052,0.003859963
AT2G46450,1.987664971,0.000266376,0.002725643,0.781175892,0.002810824,0.015295775,1.330014068,4.49E-12,1.15E-10
AT2G46455,1.262219574,0.330856009,0.593936963,1.301548677,0.27889788,0.504539783,1.129716324,0.347060841,0.549308651
AT2G46460,0,1,NA,0,1,NA,0,1,NA
AT2G46470,1.26048848,4.22E-05,0.000532606,0.681452044,0.010569069,0.044973648,0.585268176,0.00543365,0.02241484
AT2G09720,0,1,NA,0,1,NA,0,1,NA
AT2G46480,2.219566913,0.307702173,0.569423657,1.769672832,0.435723586,NA,2.177421908,0.366168941,NA
AT2G46490,1.184514999,0.002242148,0.016972906,2.130596392,4.36E-18,3.13E-16,1.233928458,4.05E-06,3.91E-05
AT2G46493,0,1,NA,0,1,NA,0,1,NA
AT2G46494,4.095834432,0.567440625,NA,0,1,NA,0,1,NA
AT2G46495,0.88948129,0.506527073,0.762771858,-1.130715719,0.406892358,0.642710555,0,1,1
AT2G46500,0.179177357,0.337554445,0.601379647,-0.224055461,0.132807589,0.309411047,-0.442411388,0.003553151,0.015660158
AT2G46505,-0.462052168,0.174540123,0.399578668,0.070745724,0.737484795,0.908801016,0.130767853,0.374791061,0.578462284
AT2G46510,0.947811726,0.021636127,0.099080082,0.600577866,0.014433162,0.057441232,0.245267765,0.246706591,0.436446517
AT2G09725,0,1,NA,0,1,NA,0,1,NA
AT2G46520,-0.791625419,0.007661887,0.045033166,-0.34446921,0.038741446,0.124117483,-1.03391724,3.95E-09,6.55E-08
AT2G09730,0,1,NA,0,1,NA,0,1,NA
AT2G46530,-0.353095339,0.487742026,0.745825482,-0.688683693,0.201166482,0.409354895,0.504285838,0.193984057,0.371833613
AT2G46535,0.157276088,0.831184042,0.996474206,0.299462059,0.470827471,0.700335053,0.291402997,0.469180518,0.668182018
AT2G46540,-1.040430309,0.034967927,0.139376485,-0.215889106,0.433284458,0.667004937,-0.003743083,0.984535696,1
AT2G46550,0.348426015,0.078979874,0.241197297,0.597796486,4.07E-05,0.000403334,0.09693974,0.609919516,0.786709182
AT2G46560,-0.888656632,7.19E-05,0.000861493,-0.269909244,0.060373152,0.172962593,-0.585123939,2.38E-05,0.000193431
AT2G46572,0.794781554,0.515129182,0.770345598,1.782773026,0.003140261,0.016770471,0.32272285,0.723864275,0.869032023
AT2G46570,0.621758245,0.495504255,0.753263813,0.129503299,0.847771355,0.978444893,0.289742197,0.708099188,0.858772059
AT2G46567,2.662661817,0.099323996,0.278952277,-0.236155294,0.882189328,0.99834822,-0.738629017,0.636363018,0.807002599
AT2G46580,-0.229339958,0.755473236,0.947946333,-0.062648699,0.85842955,0.984148673,0.919935831,0.000411385,0.002419267
AT2G46590,0.807036856,0.058995054,0.198042536,1.448193835,1.63E-08,3.36E-07,0.960818804,0.000365508,0.002183126
AT2G46600,0.112466358,0.674961137,0.896539118,-0.450635584,0.093024861,0.237520081,0.365714692,0.076062804,0.187033388
AT2G09735,4.846155423,0.601318084,NA,0,1,NA,0,1,NA
AT2G46610,1.616635432,0.035439857,0.140712125,1.922883445,0.001677667,0.009995768,0.981588907,0.084964267,0.203349589
AT2G09740,0,1,NA,0,1,NA,0,1,NA
AT2G46620,0.222048832,0.557302928,0.806964982,0.19070622,0.545578728,0.766886081,0.404488996,0.284131518,0.478627328
AT2G46630,-2.569886494,0.032458612,0.132132448,-0.187256022,0.682323089,0.870818141,-0.406984707,0.335509348,0.536767007
AT2G46640,1.244746792,0.321139632,0.583487843,-1.326457709,0.290943242,0.518400849,-0.519772132,0.488131375,0.684790736
AT2G46650,-0.70441679,0.556030047,0.805820119,-0.024431445,0.977849831,1,-0.095418648,0.667357602,0.829118327
AT2G46660,0.74392745,0.068590644,0.21986669,0.427201969,0.517120896,0.743114232,0.851734814,0.205064809,0.38504056
AT2G09745,3.861317271,0.290343596,NA,0,1,NA,5.123208574,0.160209916,NA
AT2G46670,1.061808756,0.401165145,0.665703934,0.756396117,0.366004959,0.603365678,1.126389918,0.143883673,0.300659619
AT2G46680,-0.428907244,0.160032368,0.379103445,-0.294103728,0.123933934,0.294585746,-0.373647933,0.27017341,0.46300001
AT2G09750,0,1,NA,2.211782188,0.811515503,NA,0,1,NA
